patron_record_num,patron_barcode,item_record_num,item_barcode,checkout_gmt,checkin_gmt
27074,27074,943,000001090,"2020-11-18 15:11:32","2020-11-18 15:13:00"
27074,27074,2134,000000811,"2020-11-18 15:11:48","2020-11-18 15:12:00"
27074,27074,2407,000000591,"2020-11-18 15:12:05","2020-11-18 15:13:00"
8602,8602,16779,000020454,"2020-11-18 15:15:33","2020-11-25 16:03:00"
8602,8602,9202,000013680,"2020-11-18 15:15:40","2020-11-18 15:15:00"
27074,27074,943,000001090,"2020-11-18 15:16:20","2020-12-03 14:54:00"
27074,27074,2134,000000811,"2020-11-18 15:16:21","2020-11-25 16:03:00"
27074,27074,2407,000000591,"2020-11-18 15:16:22","2020-11-25 16:03:00"
27074,27074,22237,000019869,"2020-11-18 15:16:24","2020-12-03 14:54:00"
27947,27947,19681,000012116,"2020-11-18 15:23:11","2020-12-01 09:56:00"
15707,15707,1097,000000387,"2020-11-18 15:26:13","2020-12-04 14:09:00"
15707,15707,23068,000000272,"2020-11-18 15:26:14","2020-12-08 08:23:00"
3117,3117,23337,000023244,"2020-11-18 15:51:05","2020-12-09 15:48:00"
65,65,4799,000020336,"2020-11-19 08:25:17","2020-11-19 11:01:00"
245,245,9128,000013420,"2020-11-19 08:36:00","2020-12-18 14:21:00"
20378,20378,1072,000000069,"2020-11-19 08:39:08","2020-12-01 14:09:00"
20378,20378,10013,000002398,"2020-11-19 08:39:09","2020-12-01 14:09:00"
20378,20378,2065,000000061,"2020-11-19 08:39:10","2020-12-01 14:09:00"
20378,20378,1782,000000040,"2020-11-19 08:39:11","2020-12-01 14:09:00"
9444,9444,1990,000000960,"2020-11-19 09:23:08","2020-12-01 09:56:00"
9444,9444,1255,000000982,"2020-11-19 09:23:10","2020-12-01 09:56:00"
9444,9444,1433,000000961,"2020-11-19 09:23:11","2020-12-01 09:56:00"
9444,9444,1879,000000981,"2020-11-19 09:23:23","2020-12-01 09:56:00"
13117,13117,6991,000019275,"2020-11-19 09:46:25","2020-12-04 13:25:00"
13117,13117,1316,000000975,"2020-11-19 09:46:38","2020-12-04 13:25:00"
23523,23523,21325,000012530,"2020-11-19 09:54:06","2020-12-03 08:27:00"
23523,23523,14464,000020418,"2020-11-19 09:59:12","2020-12-03 08:27:00"
30729,30729,2293,000001159,"2020-11-19 10:12:25","2020-12-22 15:40:00"
30729,30729,1891,000001080,"2020-11-19 10:12:26","2020-12-22 15:40:00"
26886,26886,17891,000019607,"2020-11-19 10:13:01","2020-12-14 11:11:00"
26886,26886,17566,000019542,"2020-11-19 10:13:30","2020-12-14 11:11:00"
29500,29500,17938,000019867,"2020-11-19 10:13:54","2020-12-08 16:43:00"
31,31,1627,000000676,"2020-11-20 09:51:08","2020-12-15 08:44:00"
2711,2711,14333,000015430,"2020-11-23 11:26:22","2020-12-30 14:53:00"
515,515,9466,000013034,"2020-11-23 15:01:40","2020-12-07 15:01:00"
250,250,9380,000013445,"2020-11-23 15:03:07","2020-12-22 15:28:00"
27947,27947,2357,000001068,"2020-11-23 15:05:36","2020-11-23 15:06:00"
27947,27947,2357,000001068,"2020-11-23 15:06:59","2020-11-25 17:07:00"
6726,6726,1059,000001687,"2020-11-23 16:05:31","2020-11-30 14:10:00"
6726,6726,1321,000001706,"2020-11-23 16:05:46","2020-11-30 14:10:00"
3614,3614,9890,000013525,"2020-11-23 16:12:03","2020-12-02 14:30:00"
3614,3614,9209,000013762,"2020-11-23 16:12:04","2020-12-02 14:30:00"
8744,8744,1095,000000590,"2020-11-23 16:42:54","2020-12-04 14:49:00"
17160,17160,8055,000018806,"2020-11-23 17:07:41","2020-12-22 14:05:00"
17160,17160,18204,000003642,"2020-11-23 17:07:42","2020-12-22 14:05:00"
24973,24973,4290,000002918,"2020-11-24 08:41:22","2020-11-24 09:31:00"
24973,24973,14691,000003005,"2020-11-24 09:37:16","2020-12-11 16:34:00"
24973,24973,4252,000003699,"2020-11-24 09:37:18","2020-12-11 16:34:00"
242,242,21075,000010476,"2020-11-24 14:39:49","2023-02-10 08:44:00"
242,242,8988,000010048,"2020-11-24 14:39:57","2023-02-10 08:43:00"
23817,23817,17315,000019996,"2020-11-24 15:12:04","2020-11-24 16:04:00"
23817,23817,17308,000020182,"2020-11-24 15:12:05","2020-11-24 16:04:00"
4914,4914,9377,000013536,"2020-11-24 15:16:40","2020-12-03 13:54:00"
4914,4914,9166,000013161,"2020-11-24 15:16:41","2020-12-03 13:54:00"
29700,29700,9303,000013344,"2020-11-24 15:36:33","2020-12-07 15:13:00"
18129,18129,21988,000011088,"2020-11-24 16:11:40","2020-12-08 15:47:00"
18129,18129,21578,000012488,"2020-11-24 16:11:42","2020-12-08 15:47:00"
11013,11013,19766,000016030,"2020-11-24 16:45:44","2020-12-08 14:58:00"
14676,14676,22839,000019362,"2020-11-25 09:08:18","2020-12-08 14:35:00"
14676,14676,9584,000012934,"2020-11-25 09:08:51","2020-12-08 14:35:00"
23811,23811,5537,000017272,"2020-11-25 14:41:16","2020-12-25 15:20:00"
250,250,9383,000013587,"2020-11-25 14:58:48","2020-12-22 15:28:00"
250,250,9144,000013521,"2020-11-25 14:58:49","2020-12-22 15:28:00"
8602,8602,2407,000000591,"2020-11-25 16:06:02","2020-12-02 15:01:00"
8602,8602,17398,000020302,"2020-11-25 16:06:06","2020-11-25 16:06:00"
27074,27074,9461,000013732,"2020-11-25 16:06:56","2020-12-02 15:02:00"
27074,27074,9371,000013465,"2020-11-25 16:06:57","2020-12-02 15:03:00"
27074,27074,17398,000020302,"2020-11-25 16:06:58","2020-12-02 15:01:00"
3614,3614,22111,000011434,"2020-11-25 16:48:32","2020-12-09 13:57:00"
3614,3614,1231,000000942,"2020-11-25 16:48:33","2020-12-09 13:57:00"
3614,3614,22363,000018868,"2020-11-25 16:48:34","2020-12-09 13:57:00"
27947,27947,2140,000000966,"2020-11-25 17:08:55","2020-11-25 17:09:00"
27947,27947,2140,000000966,"2020-11-25 17:09:52","2020-12-07 13:29:00"
24184,24184,5278,000017893,"2020-11-26 08:21:28","2020-12-07 08:43:00"
24196,24196,17491,000019463,"2020-11-26 08:22:47","2020-12-14 09:35:00"
24196,24196,17499,000019537,"2020-11-26 08:22:48","2020-12-14 09:35:00"
24371,24371,9587,000012931,"2020-11-26 09:00:47","2020-12-10 08:18:00"
79,79,20720,000017665,"2020-11-26 12:48:36","2021-01-04 10:07:00"
18503,18503,5749,000017384,"2020-11-26 13:58:02","2020-11-26 13:58:00"
18503,18503,5749,000017384,"2020-11-26 13:59:21","2020-11-26 14:00:00"
16687,16687,5749,000017384,"2020-11-26 14:24:55","2020-11-26 14:25:00"
16687,16687,5314,000016546,"2020-11-26 14:24:56","2020-11-26 14:25:00"
16687,16687,5317,000017278,"2020-11-26 14:24:57","2020-11-26 14:25:00"
16687,16687,23244,000023183,"2020-11-26 14:26:38","2020-12-15 15:01:00"
16687,16687,3375,000023144,"2020-11-26 14:26:46","2020-12-15 15:01:00"
16687,16687,23852,000023745,"2020-11-26 14:26:56","2020-12-15 15:01:00"
16687,16687,9340,000013202,"2020-11-26 14:27:00","2020-12-15 15:01:00"
9698,9698,23237,000023176,"2020-11-26 14:27:48","2020-12-08 14:21:00"
15530,15530,9547,000013655,"2020-11-26 14:50:32","2020-12-01 13:20:00"
15530,15530,9546,000013654,"2020-11-26 14:50:43","2020-11-26 14:51:00"
27834,27834,9546,000013654,"2020-11-26 14:51:54","2020-12-01 13:20:00"
15707,15707,9032,000003791,"2020-11-26 14:53:25","2020-12-11 09:53:00"
23970,23970,23366,000023273,"2020-11-26 15:09:01","2020-12-04 11:13:00"
23876,23876,5798,000008786,"2020-11-26 15:23:17","2020-12-08 16:24:00"
23876,23876,5707,000008350,"2020-11-26 15:23:52","2020-12-08 16:24:00"
23876,23876,19917,000008865,"2020-11-26 15:24:14","2020-12-08 16:24:00"
23876,23876,5752,000008864,"2020-11-26 15:24:34","2020-12-08 16:24:00"
81,81,3956,000007982,"2020-11-26 15:50:07","2020-12-14 08:37:00"
81,81,12042,000007746,"2020-11-26 15:50:36","2020-12-14 09:25:00"
81,81,12206,000008044,"2020-11-26 15:50:50","2020-12-14 09:08:00"
81,81,12220,000008115,"2020-11-26 15:51:02","2020-12-14 09:08:00"
10769,10769,15286,000012208,"2020-11-27 08:32:17","2020-12-09 15:02:00"
10769,10769,22727,000019185,"2020-11-27 08:32:18","2020-12-02 13:31:00"
10769,10769,23253,000023192,"2020-11-27 08:32:30","2020-12-11 11:10:00"
5399,5399,16773,000018942,"2020-11-27 08:50:17","2020-12-28 15:34:00"
