Bib_ids,Title,Author10,Author11,Author12,Author20,Author21,Author22,Author23,Author24,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,DDC,DDC1,DDC2,Publisher,Publish_year,Lang,Time_create
203,Nghiên cứu thiết kế và chế tạo máy mài NCN mô hình sữ dụng trong dạy học tại Trường ĐHKTKTCN,-1,-1,-1,Lê Tiến Phúc,Nguyễn Hữu Việt,Hoàng Văn Thuận,Nguyễn Văn Đại,Dương Hải Nam,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Công nghệ kỹ thuật cơ khí,Máy mà CNC,Nghiên cứu thiết kế,-1,-1,658,6,658,knxb,5,vie,1715834396
204,Nghiên cứu thiết kế chế tạo cụm đá mài cho đầu đá số 6 khi mài bánh răng côn răng cong hệ gleason lắp đặt trên máy ZKTFFR và máy ZKTKK 250x5,Nguyễn Ngọc Sơn,-1,-1,Phạm Bá Nam,Nguyễn Thọ Sơn,Hồ Sỹ Tuấn,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Chế tạo cụm đá mài cho đầu dá số 6,Khi mài bánh răng côn,Máy ZKTFFR và máy ZKTKK 250x5,Nghiên cứu thiết kế,-1,6218,6,621,knxb,5,vie,1715834396
205,Thiết kế và chế tạo bộ phận thân dao tiện ngoài ghép thanh thép gió và đồ gá dùng gá thân dao tiện khi tiện lỗ trên máy tiện T18A và BASIC 180 SUPER,Lê Văn Tỉnh,-1,-1,Lưu Quang Bảo,Đỗ Anh Tuấn,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Bộ Thân dao,Đồ gá dùng gá thân giao,Máy tiện T18A và BASIC 180 SUPER,Thiết kế và chế tạo,-1,6218,6,621,knxb,5,vie,1715834396
206,Thiết kế hệ thống đo giám sát nhiệt độ độ ẩm trong nhà kính,Nguyễn Thị Tú Anh,-1,-1,Đào Hưng,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Độ ẩm trong nhà kính,Thiết kế hệ thồng đo giám sát,-1,-1,-1,62138,6,621,knxb,5,vie,1715834396
207,Giám sát điều khiển thiết bị cho nhà thông minh qua wifi và Internet,Đỗ Như Quỳnh,-1,-1,Đặng Khánh Toàn,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Giám sát điều khiển thiết bị,Nhà thông minh,Wifi và internet,-1,-1,62138,6,621,knxb,5,vie,1715834396
208,Nghiên cứu giao thức định tuyến ARPEES trong mạng cảm biến không dây,Đỗ Thị Lan,-1,-1,Phạm Thị Thu Hà,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Giao thức định tuyến ARPEES,Mạng cảm biến không dây,Nghiên cứu giao thức định tuyến,-1,-1,62138,6,621,knxb,5,vie,1715834396
209,Nghiên cứu hệ thống giám sát và điều khiển thiệt bị cho nhà thông minh qua TNTERNET với GOOGLE FIREBASE,Nguyễn Thị Dịu,-1,-1,Vũ Hoài Nam,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu hệ thống giám sát,Thiết bị cho nhà thông minh,TNTERNET với GOOGLE FIREBASE,-1,-1,62138,6,621,knxb,5,vie,1715834396
210,Nghiên cứu công nghệ truyền dẫn quang không dây FSO và khả năng ứng dụng trong mạng truyền tải truy nhập băng rộng,Lê Thị Ngọc Sáng,-1,-1,Châu Thanh Phương,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Điện tử truyền thông,Truyền dẫn quang không dây,ứng dụng trong mạng truyền tải,-1,-1,62138,6,621,knxb,5,vie,1715834396
211,Nghiên cứu kỹ thuật giấu tin trong ảnh,Nguyễn Thị Thu,-1,-1,Châu Thanh Phương,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Giấu tin trong ảnh,Kỹ thuật,Nghiên cứu,-1,-1,62138,6,621,knxb,5,vie,1715834396
212,Nghiên cứu kỹ thuật định vị vô tuyến và ứng dụng trong dẫn đường,Ngô Thị Lan Anh,-1,-1,Trần Thị Hường,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Kỹ thuật định vị vô tuyến,Nghiên cứu,Ứng dụng trong dẫn đường,-1,-1,62138,6,621,knxb,5,vie,1715834396
213,Nghiên cứu vai trò mã kiểm soát lỗi trong hệ thống truyền dẫn số,Nguyễn Thị Minh Hằng,-1,-1,Nguyễn Thị Hồng Nhung,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hệ thống truyền dẫn số,Mã kiểm soát lỗi,Nghiên cứu,-1,-1,62138,6,621,knxb,5,vie,1715834396
214,Nghiên cứu về nhiễu trong thông tin vệ tinh,Phùng Tiến Mạnh,-1,-1,Đỗ Thị Thu Dung,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu về nhiễu,Thông tin vệ tin,-1,-1,-1,62138,6,621,knxb,5,vie,1715834396
215,Định tuyến và gán bước sóng trong mạng WDM sử dụng thuật toán FORD - BELLMAN,Hà Thị Trang,-1,-1,Nguyễn Mai Anh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cán bước sóng trong mạng WDM,Định tuyến,Thuật toán FORD - BELLMAN,-1,-1,62138,6,621,knxb,5,vie,1715834396
216,Nghiên cứu về công nghệ wimax trong hệ thông truyền dẫn số,Đỗ Thị Oanh,-1,-1,Phạm Văn Nam,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Công nghệ vimax,Hệ thống truyền dẫn số,Nghiên cứu,-1,-1,62138,6,621,knxb,5,vie,1715834396
217,Nghiên cứu phương pháp nhận dạng ảnh theo phương pháp LDA,Đỗ Quỳnh Liên,-1,-1,Bùi Văn Hậu,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu,Phương pháp LDA,Phương pháp nhận dạng ảnh,-1,-1,62138,6,621,knxb,5,vie,1715834396
218,Điều khiển thay đổi màu sắc trên led RGB qua wifi và Internet,Khương Thị Thắm,-1,-1,Trần Quang Bách,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Điều khiển,LED RGB qua WIFI và internet,Thay đổi màu sắc,-1,-1,62138,6,621,knxb,5,vie,1715834396
219,Nghiên cứu mã hóa tín hiệu dẫn lọc trong AUDIO,Ngụy Thị Thúy,-1,-1,Nguyễn Ngọc Thành,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,AUDIO,Mã hóa tín hiệu dẫn lọc,Nghiên cứu,-1,-1,62138,6,621,knxb,5,vie,1715834396
220,Thông tin vệ tinh và các ứng dụng thiết yếu tại Việt Nam,Bùi Thị Nhi,-1,-1,Vũ Trung Dũng,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Thông tin vệ tinh,Ừng dụng thiết yếu,-1,-1,-1,62138,6,621,knxb,5,vie,1715834396
221,Thiết kế truyền dẫn SDH trên hệ thống vi ba số,Phùng Thị Bích Nhung,-1,-1,Ninh Văn Thọ,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hệ thống vi ba số,Thiết kế,Truyền dẫn SDH,-1,-1,62138,6,621,knxb,5,vie,1715834396
222,Nghiên cứu ứng dụng điều khiển thiết bị cho nhà thông minh bằng giọng nói qua internet với google Assistant,Hà Thị Huệ,-1,-1,Vũ Anh Nam,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Giọng nói qua internet với google Assistant,Nghiên cứu,ứng dụng Điều khiển thiết bị,-1,-1,62138,6,621,knxb,5,vie,1715834396
223,Giải pháp cho hệ thống giao thông thông minh,Ngụy Thị Nguyệt,-1,-1,Nguyễn Trường Giang,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Giải pháp,Hệ thống giao thông,Thông minh,-1,-1,62138,6,621,knxb,5,vie,1715834396
224,Nghiên cứu mã TURBO trong hệ thống truyền dẫn số,Nguyễn Thị Ngát,-1,-1,Nguyễn  Thị Hồng Nhung,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Mã TRRBO,Nghiên cứu,Truyền dẫn số,-1,-1,62138,6,621,knxb,5,vie,1715834396
225,Nghiên cứu giao thức định tuyến LEACH trong mạng cảm biến không dây,Đặng Thị Huyền,-1,-1,Phạm Thị Thu Hà,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Giao thức định tuyến LEACH,Mạng cảm biến không dây,Nghiên cứu,-1,-1,62138,6,621,knxb,5,vie,1715834396
226,Nghiên cứu phương pháp nhận dạng ảnh theo phương pháp PCA,Lê Thị Ngọc,-1,-1,Bùi Văn Hậu,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu,Phương pháp nhận ảnh,Phương pháp PCA,-1,-1,62138,6,621,knxb,5,vie,1715834396
227,Nghiên cứu các phương pháp bảo mật trong hệ thống thông tin di động 4G LTE,Trần Thị Hiền,-1,-1,Trần Thị Hường,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hệ thống thông tin di động 4G LTE,Nghiên cứu,Phương pháp bảo mật,-1,-1,62138,6,621,knxb,5,vie,1715834396
228,Nghiên cứu công nghệ FinFet ứng dụng thiết kế layout cho các cổng logic,Nguyễn Thị Thu Hương,-1,-1,Lê Tuấn Đạt,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Công logic,Công nghệ finefet ứng dụng thiết kế layout,Nghiên cứu,-1,-1,62138,6,621,knxb,5,vie,1715834396
229,Nghiên cứu quy trình cơ bản tạo ra vi mạch số trong công nghệ CMOS,Lê Thị Kim Loan,-1,-1,Lê Tuấn Đạt,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Công nghệ CMOS,Nghiên cứu,Quy trình cơ bản,-1,-1,62138,6,621,knxb,5,vie,1715834396
230,Khảo sát và ứng dụng các thiết bị điện tử ô tô các tháo dở  lắp đặt và nâng cao hệ thống đèn điện âm thanh định vị trên ô tô,Nguyễn Đức Chiến,-1,-1,Tô Văn Bình,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Khảo sát và ứng dụng,Lắp đặt năng cao hệ thống,Thiết bị điện tử ô tô,-1,-1,62138,6,621,knxb,5,vie,1715834396
231,Nghiên cứu thiết kế mô hình hệ thống máy đo huyết áp điện tử,Ngô Tuấn Nam,-1,-1,Giáp Văn Dương,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Mô hình hệ thống máy đo huyết áp điện tử,Nghiên cứu,Thiết kế,-1,-1,62138,6,621,knxb,5,vie,1715834396
232,Nghiên cứu chế tạo máy đo huyết áp sử dụng và điều khiển Aruduino,Đặng Văn Hạnh,-1,-1,Giáp Văn Dương,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,chế tạo máy đo huyết áp,Điều khiển Aruduino,Nghiên cứu,-1,-1,62138,6,621,knxb,5,vie,1715834396
233,Thiết kế hệ thống IOT internet of things đo đạc tí hiệu y sinh qua server localhost,Trần Văn Tính,-1,-1,Phạm Anh Tuấn,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hệ thống IOT internet ò things,Thiết kế,-1,-1,-1,62138,6,621,knxb,5,vie,1715834396
234,Xử lý tín hiệu số và các phương pháp triệt nhiễu tín hiệu y sinh tiên tiến,Đặng Mỹ Linh,-1,-1,Bùi Huy Hải,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Phương pháp triệt nhiễu tín hiệu y sinh tiên tiến,Xử lý tín hiệu số,-1,-1,-1,62138,6,621,knxb,5,vie,1715834396
235,Nghiên cứu các phương pháp triệt nhiễu tín hiệu điện tim,Hoàng Anh Dũng,-1,-1,Bùi Huy Hải,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu,Phương pháp,Triệt nhiễu tín hiệu điện tim,-1,-1,62138,6,621,knxb,5,vie,1715834396
236,Thiết kế hệ thống IOT điều khiển thiết bị dân dụng qua Sever local host,Trần Duy Hải,-1,-1,Phạm Anh Tuấn,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Điều khiển thiết bị dân dụng,Hệ thống IOT,Thiết kế,-1,-1,62138,6,621,knxb,5,vie,1715834396
237,Giải pháp tối ưu hoat quá trình điều khiển công suất trong hệ thống thông tin di động,Nguyễn Thị Huyền,-1,-1,Ninh Văn Thọ,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Điều khiển công suất,Giải pháp tối ưu hóa,Hệ thống thông tin di động,-1,-1,62138,6,621,knxb,5,vie,1715834396
238,Một số phương pháp phân cụm nửa giám sát và ứng dụng,Lê Thành Hổ,-1,-1,Nguyễn Thu hiền,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Giám sát,Một số phương pháp phân cụm,Ứng dụng,-1,-1,004,0,004,knxb,5,vie,1715834396
239,Xây dựng chương trình chuyển đổi một số đối tượng cơ bản trong biểu đồ trình tự sang QUEUEING PETRI NETS để đáng giá hiệu năng phần mềm,Nguyễn Thị Lan Hương,-1,-1,Vũ Văn Đốc,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Chương trình chuyển đổi,Queueing,Xây dựng chương trình chuyển đổi,-1,-1,004,0,004,knxb,5,vie,1715834396
240,Nghiên cứu áp dụng thuật toán phân lớp SVM ( SUPPORT VECTOR MACHINE) để phân loại văn bản tiếng việt,Mai Xuân Nam,-1,-1,Phạm Minh Thái,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu áp dụng thuật toán,Phân loại văn bản,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
241,Nghiên cứu đánh giá chất lượng dịch vụ bằng công cụ mô phỏng NS-3,Lê Thúy Hường,-1,-1,Cao Diệp Thắng,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Chất lượng dịch vụ,Mô phỏng NS-3,Nghiên cứu đánh giá,-1,-1,004,0,004,knxb,5,vie,1715834396
242,Nghiên cứu một số kỹ thuật phân cụm dữ liệu và ứng dụng,Trịnh Thị Nhài,-1,-1,Lê Thị Kiều Oanh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dữ liệu và ứng dụng,Kỹ thuật phân cụm,Nghiên cứu,-1,-1,004,0,004,knxb,5,vie,1715834396
243,Xây dựng hệ thống Web bán hàng sử dụng SPRING FRAMEWORK,Nguyễn Công Quyền,-1,-1,Lương Thị Thảo hiếu,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hệ thống Web,SPRING FRAMEWORK,Xây dựng,-1,-1,004,0,004,knxb,5,vie,1715834396
244,Nghiên cứu công nghệ Lin Q xây dựng phần mềm quản lý thư viện,Lê Minh Tuấn,-1,-1,Đỗ Tuấn Hạnh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Công nghệ LINQ,Nghiên cứu,Phần mềm quản lý,-1,-1,004,0,004,knxb,5,vie,1715834396
245,Phát triển Gamevowis công cụ Vuity Engiml,Đào Thăng Long,-1,-1,Vũ Thị Thu Huyền,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Công cụ Vuity Engiml,Phát triển Gamevowis,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
246,Nghiên cứu và ứng dụng facebook marketing cho công ty buôn bán thiết bị y tế,Ngô Thị Thúy Hằng,-1,-1,Cao Ngọc Anh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu,ứng dụng facebook marketing,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
247,Xây dựng ứng dụng tìm đường đi trên bản đồ dùng laravel framework,Chu Đức Đoàn,-1,-1,Mai Mạnh Trừng,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Laravel framework,Xây dựng ứng dụng,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
248,Nghiên cứu phương pháp dịch chuyển sơ đồ quan hệ và so sánh với một phương pháp thu gom SĐQH khác,Phạm Thị Hiền,-1,-1,Đào Thị Phương Anh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu phương pháp dịch chuyển sơ đồ quan hệ,Phương pháp thu gom SĐQH,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
249,Tìm hiểu nghiên cứu một số kiểu tấn công mạng ứng dụng cài đặt  phương pháp tấn công từ chối dịch vụ Dos,Phạm Thị Thảo,-1,-1,Dương Tuấn Hải,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Phương pháp tấn công từ chối dịch vụ Dos,Tìm hiểu nghiên cứu,Ứng dụng cài đặt,-1,-1,004,0,004,knxb,5,vie,1715834396
250,Thiết kế Website quản lý tiêm phòng vắc xin,Trịnh Thị Thanh Huyền,-1,-1,Hoàng Thị Phượng,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Quản lý tiêm vắc xin,Thiết kế WEBSITE,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
251,Nghiên cứu các phương pháp phân rã sơ đồ quan hệ và so sánh với một phương pháp thu gom sơ đồ quan hệ khác,Đoàn Vinh Quang,-1,-1,Đào Thị Phương anh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu các phương pháp phân rã sơ đồ quan hệ,Phương pháp thu gom,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
252,Nghiên cứu và ứng dụng quản trị mạng windows server 2016 - ứng dụng cài dặt hệ điều hành windows tự động qua mạng,Đặng Thị Lan Anh,-1,-1,Dương Tuấn Hải,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu và ứng dụng,Quản trị mạng windowws server 2016,Ứng dụng cài đặt hệ điều hành windowws tự động qua mạng,-1,-1,004,0,004,knxb,5,vie,1715834396
253,Nghiên cứu áp dụng thuật toán C- MEANS mờ để phân loại văn bản tiếng việt,Trần Thị Lan Anh,-1,-1,Phạm Minh Thái,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu,Phân loại văn bản tiếng việt,Thuật toán C-MEANS,-1,-1,004,0,004,knxb,5,vie,1715834396
254,Tìm hiểu ngôn ngữ lập trình hướng đối tượng thiết kế và xây dựng trò chơi PIKACHU bằng công cụ ECLIPSE,Cao Cường Quyết,-1,-1,Vũ Văn Đốc,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Công cụ eclipse,Thiết kế xây dựng trò chơi,Tìm hiểu ngôn ngữ lập trình,-1,-1,004,0,004,knxb,5,vie,1715834396
255,Nghiên cứu tìm hiểu công nghệ thu thập dữ liệu và ứng dụng phân tích quan điểm,Nguyễn Xuân Nam,-1,-1,Trần Hồng Việt,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu tìm hiểu công cụ thu thập dữ liệu,Ứng dụng phân tích quan điểm,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
256,Nghiên cứu xây dựng ứng dụng giảng dạy và học tập trức tuyến trên webritl,Phạm Thị Li Li,-1,-1,Cao Ngọc Anh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu xây dựng ứng dụng,Trực tuyến trên webritl,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
257,Nghiên cứu và xây dựng ứng dụng trả lời câu hỏi trực tuyến trên di động,Nguyễn Đăng Khoa,-1,-1,Lê Thị Thu Hiền,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu và xây dựng,Trả lời trực tuyến trên di động,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
258,Tìm hiểu phát triển cấu trúc dữ liệu mẩu bằng ngôn ngữ Java,Bùi Minh Ngọc,-1,-1,Trần Thị Lan Anh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Ngôn ngữ Java,Tìm hiểu phát triển cấu trúc dữ liệu,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
259,Nghiên cứu và mô phỏng luật kết hợp trong khai phá dữ liệu,Nguyễn Thị Thảo,-1,-1,Vũ Mỹ Hạnh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Khai phá dữ liệu,Mô Phỏng,Nghiên cứu,-1,-1,004,0,004,knxb,5,vie,1715834396
260,Đánh giá hiệu năng của giao thức định tuyến phản ứng AODV với chuẩn 80211Avaf 80211P trong bản đồ đô thị,Vũ Thị Hồng Hải,-1,-1,Nguyễn Hoàng Chiến,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Đánh giá hiệu năng,Giao thức định tuyến,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
261,So sánh và cài đặt thuật toán tô màu SCANLINE và viết dầu loang,Nguyễn Thiên Nga,-1,-1,Doãn Thị Thúy Hiền,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Scanline,So sánh và cài đặt thuật toán,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
262,Xây dựng hệ thống quản lý bảng điểm kết quả học tập thường kỳ của sinh viên,Nguyễn Thị Hồng,-1,-1,Nguyễn Văn Hòa,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Quản lý bản điểm,Xây dựng hệ thống,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
263,Nghiên cứu đáng giá ảnh hưởng của hàng đợi tích cực trong truyền dữ liệu trên mạng IP,Dương Tiến Đạt,-1,-1,Cao Diệp Thắng,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu đánh giá,Truyền dữ liệu trên mạng IP,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
264,Nghiên cứu cơ chế chống tắc nghẽn trên giao thức TCP/RENO,Vũ Trung Hiếu,-1,-1,Cao Diệp Thắng,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Chống tắc nghẽn,Giao thức TCP/RENO,Nghiên cứu,-1,-1,004,0,004,knxb,5,vie,1715834396
265,Mô Phỏng tai nạn giao thông và tính toán mức độ tổn thương,Nguyễn Đại Pháp,-1,-1,Trần Thị Lan Anh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Mô phỏng,Tính toán,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
266,Nghiên cứu và xây dựng giải pháp bảo mật Internet Banking,Phạm Nguyễn Phương Linh,-1,-1,Trần Quốc Hoàn,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Bảo mật internet,Nghiên cứu,Xây dựng,-1,-1,004,0,004,knxb,5,vie,1715834396
267,Nghiên cứu và xây dựng phần mềm quản lý hệ sinh thái phòng trọ cho sinh viên,Trần Lan Anh,-1,-1,Vũ Thu Uyên,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu và xây dựng,Phần mềm quản lý,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
268,Xây dựng phần mềm quản lý khách sạn căn hộ với công cụ Micro soft Visual studuio,Lê Thị May,-1,-1,Vũ Thị Thu Huyền,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Công cụ Micrro soft visual studuio,Xây dựng phần mền quản lý,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
269,Nghiên cứu và xây dựng ứng dụng mạng xã hội trên nền tảng Android,Dương Thái Minh,-1,-1,Trần Quốc Hoàn,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Android,Nghiên cứu xây dựng,Ứng dụng mạng xã hội,-1,-1,004,0,004,knxb,5,vie,1715834396
270,Nghiên cứu và xây dựng ứng dụng khai thác thói quen mua hàng của khách hàng,Dương Hồng Phương,-1,-1,Lê Thị Thu Hiền,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,khai thác thói quen mua hàng,Nghiên cứu và xây dựng,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
271,Xây dựng website bán hàng da kênh trên nền tảng PHP laravel framework,Nguyễn Văn Trọng,-1,-1,Doãn Thị Thúy Hiền,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nền tảng PHP laravel framework,Xây dựng website bán hàng,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
272,Một giải pháp bảo mật dữ liệu dựa trên hệ mật khóa đối xứng và khóa công khai,Hồ Thu Thủy,-1,-1,Lương Thị Thảo hiếu,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Bảo mật dữ liệu,Một giải pháp,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
273,Nghiên cứu quá trình biến đổi dữ liệu của chuẩn mã dữ liệu TDES,Phạm Thành Minh,-1,-1,Trần Thanh Đại,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Chuẫn mã dữ liệu TDES,Nghiên cứu quá trình,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
274,Nghiên cứu lý thuyết khai phá dữ liệu ứng dụng trong lĩnh vực y học giúp phát hiện bệnh nhân sốt xuất huyết ngoài cộng đồng,Nguyễn Mạnh Hùng,-1,-1,Vũ Mỹ Hạnh,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nghiên cứu lý thuyết khai phá dữ liệu,Ứng dụng trong lĩnh vực y học,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
275,Xây dựng hệ thống thu thập và trích rút thông tin từ dữ liệu web theo chủ đề,Đặng Thị Thùy Dung,-1,-1,Mai Mạnh Trừng,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Thông tin dữ liệu web,Xây dựng hệ thống thu thập,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
276,Đánh giá hiệu năng của giao thức định tuyến chủ động DSDV trong mô hình bản đồ thực tế với chuẩn 802 11A và 802 11 P,Trần Minh Hải,-1,-1,Nguyễn Hoàng Chiến,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Đánh giá hiệu năng,Giao thức định tuyến,Mô hình bản đồ thực tế,-1,-1,004,0,004,knxb,5,vie,1715834396
277,Nghiên cứu hệ quản trị cơ sở dữ liệu Oracle tròn xây dựng ứng dụng với dử liệu lớn,Nguyễn Tô Vân,-1,-1,Vũ Thu Uyên,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cơ sở dữ liệu oracle,Nghiên cứu hệ quản trị,Xây dựng ứng dụng với dữ liệu,-1,-1,004,0,004,knxb,5,vie,1715834396
278,Phát hiện đồng nghĩa trái nghĩa theo tiếp cận học máy thống kê,Mai Thị Hằng,-1,-1,Bùi Văn Tân,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,Phát hiện đồng nghĩa trái nghĩa,Tiếp cận học máy thống kê,-1,-1,-1,004,0,004,knxb,5,vie,1715834396
